model,ram_gb,storage_gb,color,battery_health_pct,price_egp,warranty
iPhone 16 Pro,8,512,White Titanium,90,60300,No
iPhone 13,4,128,Starlight,80,18600,No
iPhone 5c,1,8,White,96,6500,Yes
iPhone 8,2,128,Gold,86,4600,No
iPhone 6s Plus,2,32,Silver,76,1500,Unknown
iPhone 5s,1,16,Gold,86,1500,Unknown
iPhone 12 Pro Max,6,256,Graphite,89,29300,Unknown
iPhone 12 Pro Max,6,256,Graphite,78,29000,No
iPhone 12 mini,4,64,Black,76,6600,Unknown
iPhone 11 Pro,4,64,Space Gray,95,13400,Yes
iPhone X,3,64,Silver,75,6600,Yes
iPhone 5s,1,16,Gold,96,6100,No
iPhone 5s,1,64,Gold,100,4700,Unknown
iPhone 6s,2,64,Rose Gold,81,2600,Unknown
iPhone XS Max,4,64,Gold,77,8300,Yes
iPhone XS Max,4,256,Silver,82,13700,Unknown
iPhone 5s,1,64,Gold,75,1500,No
iPhone 5c,1,16,Yellow,73,1500,No
iPhone 16 Pro Max,8,512,Natural Titanium,87,66400,No
iPhone 12 Pro Max,6,256,Graphite,86,29700,Yes
iPhone 12,4,256,Black,80,18100,No
iPhone 15,6,128,Blue,83,26900,Unknown
iPhone XS,4,64,Space Gray,93,5200,No
iPhone 12 mini,4,64,Blue,77,11800,No
iPhone 14 Plus,6,512,Blue,86,38600,Yes
iPhone 8,2,128,Red,78,1500,No
iPhone 15 Pro,8,512,Natural Titanium,88,55800,No
iPhone 12 mini,4,256,Red,93,18000,No
iPhone 5s,1,16,Gold,95,5100,No
iPhone 11,4,128,White,86,15000,No
iPhone 11 Pro,4,256,Gold,77,13900,Unknown
iPhone 16 Pro Max,8,256,Black Titanium,71,61200,No
iPhone 5s,1,64,Gold,80,4800,Unknown
iPhone 6,1,32,Silver,95,6600,No
iPhone 16,8,128,White,97,43300,Yes
iPhone 5c,1,8,Green,73,1500,No
iPhone XS Max,4,64,Space Gray,88,13900,No
iPhone 15 Plus,6,256,Blue,91,42500,No
iPhone XS Max,4,256,Space Gray,72,15500,No
iPhone 11 Pro Max,4,256,Space Gray,85,19300,No
iPhone 7 Plus,3,32,Gold,83,2700,No
iPhone XS Max,4,256,Space Gray,77,16200,Yes
iPhone X,3,64,Silver,83,8400,No
iPhone 13 mini,4,512,Green,96,27900,No
iPhone 17,8,512,Black,70,61800,Yes
iPhone 12 mini,4,128,Blue,94,15700,Yes
iPhone 14 Pro,6,128,Space Black,88,36500,No
iPhone Air,12,1024,Light Gold,70,59600,No
iPhone 11 Pro,4,256,Gold,96,18000,No
iPhone 11 Pro Max,4,256,Midnight Green,87,24200,Yes
iPhone 11 Pro Max,4,64,Midnight Green,81,16300,Yes
iPhone 5,1,64,White,82,3000,Unknown
iPhone 12 mini,4,64,Black,76,5100,No
iPhone 11 Pro Max,4,256,Space Gray,86,22200,No
iPhone 15 Pro Max,8,1024,Black Titanium,93,65900,No
iPhone 17,8,256,Lavender,87,57100,No
iPhone 5,1,16,Black,83,4000,Unknown
iPhone 11 Pro Max,4,256,Space Gray,82,19700,No
iPhone 6,1,128,Space Gray,73,1600,Yes
iPhone 16e,8,256,White,77,40200,Unknown
iPhone 17 Pro Max,12,512,Cosmic Orange,87,78200,Unknown
iPhone 15 Pro,8,128,Black Titanium,72,44500,No
iPhone 16,8,512,Black,77,47100,No
iPhone 13 Pro,6,512,Graphite,90,34800,No
iPhone X,3,64,Space Gray,91,11000,Yes
iPhone 15,6,128,Black,92,38400,Yes
iPhone 14 Plus,6,512,Midnight,91,45100,Yes
iPhone 6s,2,64,Gold,91,2000,Unknown
iPhone 15 Pro,8,256,Blue Titanium,75,49500,No
iPhone 15,6,512,Black,96,49800,Unknown
iPhone 6s Plus,2,16,Rose Gold,92,7000,No
iPhone 15,6,512,Black,94,43300,Unknown
iPhone 16e,8,256,White,70,38900,No
iPhone 17 Pro Max,12,512,Cosmic Orange,89,82400,No
iPhone 17e,8,256,Black,95,52000,No
iPhone 6 Plus,1,128,Silver,85,4200,No
iPhone 13 Pro,6,512,Graphite,89,37200,No
iPhone 16 Pro,8,256,Desert Titanium,70,47200,No
iPhone 16,8,256,Pink,80,44400,No
iPhone 12 Pro,6,128,Graphite,85,18900,No
iPhone 5s,1,64,Gold,98,5400,No
iPhone 6 Plus,1,128,Silver,87,2800,No
iPhone XS,4,256,Silver,91,12000,Unknown
iPhone 15 Pro,8,256,White Titanium,85,49500,Yes
iPhone 6,1,32,Gold,87,2800,No
iPhone XS,4,64,Silver,76,4000,Unknown
iPhone 5s,1,32,Gold,85,1500,Unknown
iPhone 16e,8,256,Black,74,36500,Unknown
iPhone 16 Pro,8,512,Black Titanium,70,56500,No
iPhone 13,4,128,Starlight,93,25600,No
iPhone 14 Pro,6,128,Gold,93,30800,No
iPhone 14,6,128,Midnight,83,19300,No
iPhone 12,4,256,Black,75,17800,Yes
iPhone 13 Pro,6,128,Gold,93,27900,Yes
iPhone 14 Plus,6,512,Blue,88,40900,No
iPhone 11 Pro,4,256,Gold,86,15800,Unknown
iPhone 12 Pro,6,256,Silver,91,25100,Yes
iPhone 16 Plus,8,256,Black,91,48000,Unknown
iPhone 13 Pro,6,512,Sierra Blue,98,39900,Unknown
iPhone 5s,1,16,Space Gray,70,1500,Unknown
iPhone 13 mini,4,512,Green,88,28000,No
iPhone 14 Pro Max,6,1024,Deep Purple,88,61400,No
iPhone 8,2,256,Space Gray,96,11000,No
iPhone 12 Pro,6,256,Silver,91,25900,Yes
iPhone 15,6,512,Black,100,40200,Yes
iPhone 12 mini,4,64,Blue,87,10200,No
iPhone 8 Plus,3,128,Space Gray,80,4800,Yes
iPhone 16e,8,256,Black,87,39200,Unknown
iPhone 5c,1,8,Green,80,1500,No
iPhone 12 Pro Max,6,512,Graphite,89,33000,No
iPhone XS,4,256,Silver,87,12500,No
iPhone 6s Plus,2,64,Space Gray,81,3700,No
iPhone 6,1,64,Silver,83,1600,No
iPhone 16 Pro,8,512,Black Titanium,91,65000,Unknown
iPhone 15 Pro Max,8,1024,White Titanium,82,61800,No
iPhone 6s Plus,2,32,Space Gray,100,6200,Unknown
iPhone 16,8,128,Pink,95,40800,Yes
iPhone XS,4,256,Space Gray,89,12100,Yes
iPhone XS Max,4,64,Space Gray,90,11500,No
iPhone 5,1,64,White,77,1500,Unknown
iPhone 16,8,256,Pink,93,45500,Yes
iPhone 16 Pro,8,512,Black Titanium,72,59300,Unknown
iPhone 8,2,128,Red,80,2400,No
iPhone SE (2nd gen),3,64,Black,74,2500,Yes
iPhone 17,8,512,Black,91,63600,No
iPhone 15,6,128,Black,89,31300,Yes
iPhone 15 Plus,6,128,Green,87,34600,No
iPhone 5s,1,16,Silver,85,1500,Unknown
iPhone 16 Pro Max,8,1024,White Titanium,77,79600,Yes
iPhone 16e,8,128,Black,93,35500,No
iPhone 5,1,32,Black,78,1500,Unknown
iPhone 14,6,512,Starlight,92,37300,Yes
iPhone 17e,8,256,White,82,47000,No
iPhone 6s,2,64,Gold,92,2600,Yes
iPhone 15 Pro Max,8,1024,White Titanium,77,69500,No
iPhone 6,1,32,Gold,84,2100,No
iPhone 15 Pro,8,256,Blue Titanium,94,50700,No
iPhone 15 Pro Max,8,512,White Titanium,75,58300,No
iPhone 12 Pro Max,6,128,Silver,88,26200,No
iPhone 15 Pro Max,8,256,Blue Titanium,100,59300,No
iPhone 6,1,64,Space Gray,94,4500,Unknown
iPhone 11 Pro,4,256,Gold,84,11600,No
iPhone 6s,2,16,Silver,91,5000,Unknown
iPhone 14 Plus,6,256,Purple,79,27400,No
iPhone 12 Pro Max,6,512,Graphite,86,33300,No
iPhone 17 Pro,12,256,Deep Blue,84,67500,Yes
iPhone 13 mini,4,512,Green,86,23900,No
iPhone 16e,8,256,Black,70,34500,No
iPhone 15 Plus,6,128,Blue,86,39600,No
iPhone 15 Plus,6,256,Black,94,44500,Unknown
iPhone 8,2,256,Space Gray,81,12200,Unknown
iPhone 5c,1,16,Blue,79,1700,Unknown
iPhone 14 Pro Max,6,256,Deep Purple,74,40300,Yes
iPhone 6s Plus,2,64,Space Gray,88,2900,No
iPhone 7 Plus,3,128,Silver,88,5200,No
iPhone XR,3,64,Coral,92,8200,Unknown
iPhone 6,1,64,Gold,70,1500,Yes
iPhone 7 Plus,3,128,Black,93,7900,No
iPhone 13 Pro Max,6,128,Graphite,95,33800,No
iPhone SE (2nd gen),3,128,White,92,9500,Unknown
iPhone 13 Pro Max,6,128,Graphite,75,26200,No
iPhone 11 Pro,4,256,Gold,86,14000,No
iPhone XS,4,256,Silver,87,10700,Unknown
iPhone 6 Plus,1,128,Silver,85,4300,Yes
iPhone 6s Plus,2,32,Silver,75,1500,No
iPhone 11,4,256,Black,82,14000,No
iPhone Air,12,1024,Cloud White,77,61200,No
iPhone 6s Plus,2,64,Space Gray,89,2800,Yes
iPhone 8,2,256,Space Gray,88,14200,No
iPhone 16 Plus,8,256,Pink,97,56100,Yes
iPhone 14 Plus,6,512,Blue,92,38500,No
iPhone 6 Plus,1,128,Silver,86,3500,No
iPhone 12 Pro,6,256,Graphite,80,21900,No
iPhone 6,1,64,Space Gray,100,5000,No
iPhone 14 Plus,6,512,Starlight,86,39300,No
iPhone 13 mini,4,512,Green,80,25500,No
iPhone 12 Pro,6,512,Graphite,77,29500,Yes
iPhone 17 Pro Max,12,1024,Deep Blue,88,88600,No
iPhone 16,8,128,Black,92,45200,No
iPhone 17 Pro,12,256,Deep Blue,80,62600,No
iPhone 6 Plus,1,128,Space Gray,86,1800,No
iPhone 12 Pro Max,6,512,Graphite,79,35600,Yes
iPhone 13 mini,4,512,Red,83,27400,No
iPhone XS,4,256,Space Gray,89,12100,No
iPhone 8,2,128,Red,70,1500,Yes
iPhone 5s,1,32,Gold,89,1900,No
iPhone 14 Pro,6,512,Deep Purple,96,47900,Unknown
iPhone 15 Plus,6,128,Yellow,85,36400,No
iPhone 16 Pro Max,8,256,Natural Titanium,96,64100,No
iPhone 6 Plus,1,128,Silver,93,5500,No
iPhone 8,2,64,Space Gray,80,4400,No
iPhone Air,12,1024,Sky Blue,92,64200,No
iPhone 7,2,128,Black,90,4300,Yes
iPhone 11 Pro Max,4,256,Gold,93,20300,No
iPhone 15 Plus,6,128,Blue,93,40100,No
iPhone 11 Pro,4,256,Gold,89,14500,No
iPhone 14 Plus,6,128,Starlight,84,24700,No
iPhone 12 Pro,6,128,Silver,96,20700,No
iPhone X,3,64,Space Gray,76,5000,Unknown
iPhone 17 Pro Max,12,1024,Deep Blue,89,91600,No
iPhone 14 Pro Max,6,512,Space Black,100,51500,No
iPhone SE (2nd gen),3,256,White,87,13000,No
iPhone 5,1,64,White,90,2500,No
iPhone 13 mini,4,128,Green,79,15200,No
iPhone 6s,2,64,Rose Gold,91,4800,Unknown
iPhone 6s,2,64,Rose Gold,84,1500,No
iPhone XS Max,4,256,Space Gray,77,16700,Yes
iPhone 13 Pro Max,6,1024,Gold,92,47900,No
iPhone 13 Pro Max,6,128,Graphite,70,29300,No
iPhone 17 Pro,12,1024,Cosmic Orange,94,81200,Unknown
iPhone 6 Plus,1,16,Gold,72,1500,No
iPhone 15 Plus,6,128,Green,79,35800,No
iPhone 11 Pro,4,256,Gold,86,14100,Yes
iPhone 11,4,128,White,90,13500,No
iPhone 15 Pro Max,8,512,White Titanium,87,58700,No
iPhone 14 Pro Max,6,1024,Silver,98,58000,No
iPhone 15 Pro Max,8,256,Blue Titanium,87,52000,No
iPhone 11 Pro,4,256,Gold,95,18200,No
iPhone 5,1,16,Black,90,7300,Yes
iPhone 12,4,128,Blue,100,16900,No
iPhone 11,4,256,Green,85,20400,No
iPhone 5s,1,16,Silver,80,2800,Yes
iPhone 8,2,128,Red,78,1500,Yes
iPhone 15,6,128,Black,83,36900,No
iPhone 7,2,32,Black,84,1500,No
iPhone 15 Plus,6,128,Green,77,37900,Yes
iPhone 17 Pro Max,12,1024,Deep Blue,94,95000,Yes
iPhone 13 Pro Max,6,128,Alpine Green,90,33500,Yes
iPhone 12 mini,4,256,Blue,84,18700,No
iPhone 17 Pro Max,12,256,Cosmic Orange,84,77200,No
iPhone 15 Pro,8,256,White Titanium,77,46900,Unknown
iPhone 11,4,64,Green,96,17000,Unknown
iPhone 17,8,512,Black,97,62900,No
iPhone 5c,1,16,Blue,89,5100,Yes
iPhone 15 Plus,6,128,Green,92,39200,Yes
iPhone 15 Pro Max,8,256,White Titanium,98,57900,Unknown
iPhone 8,2,128,Red,98,8200,Yes
iPhone 7,2,256,Silver,86,9600,Unknown
iPhone 12 mini,4,64,Blue,91,9600,No
iPhone 13 Pro Max,6,256,Graphite,72,33400,No
iPhone XS Max,4,256,Silver,74,15100,No
iPhone 8,2,256,Space Gray,93,12000,Unknown
iPhone 17 Pro,12,1024,Cosmic Orange,73,83300,Unknown
iPhone 15 Pro,8,256,Blue Titanium,74,50700,No
iPhone 17e,8,512,White,86,49300,Yes
iPhone 16 Plus,8,512,Ultramarine,100,57500,No
iPhone 13,4,128,Blue,92,16900,No
iPhone 14 Pro,6,128,Gold,86,29700,No
iPhone 12 mini,4,256,Red,97,21600,Yes
iPhone 15 Pro Max,8,256,Blue Titanium,81,51300,No
iPhone 13 Pro Max,6,256,Alpine Green,89,37000,Yes
iPhone 17,8,512,Black,76,63100,No
iPhone 16 Pro,8,1024,Desert Titanium,94,65100,Unknown
iPhone 6s Plus,2,16,Silver,96,5500,No
iPhone 7,2,128,Jet Black,83,3800,Yes
iPhone 14,6,128,Midnight,98,25200,No
iPhone 14 Plus,6,256,Blue,77,32100,No
iPhone 5s,1,32,Gold,81,1700,Unknown
iPhone 8 Plus,3,256,Space Gray,73,9000,No
iPhone 6,1,32,Gold,90,2700,No
iPhone 12,4,64,Black,79,11300,Yes
iPhone 12 mini,4,256,White,85,16700,No
iPhone 17 Pro,12,256,Deep Blue,92,69900,No
iPhone X,3,64,Silver,88,8600,No
iPhone 14 Pro Max,6,256,Deep Purple,76,39200,No
iPhone 12,4,256,Black,77,18600,Unknown
iPhone 14,6,128,Midnight,86,25500,Yes
iPhone 11 Pro Max,4,256,Gold,85,19000,Unknown
iPhone 14,6,128,Red,84,27400,Unknown
iPhone 11 Pro,4,64,Silver,99,14300,Unknown
iPhone 7,2,128,Jet Black,75,3200,Yes
iPhone XR,3,64,White,97,10600,No
iPhone 11 Pro,4,256,Midnight Green,77,17900,No
iPhone 5c,1,8,White,92,5500,No
iPhone 14 Pro,6,128,Gold,91,30400,No
iPhone 14 Pro,6,512,Silver,92,42500,No
iPhone 11 Pro,4,512,Midnight Green,82,26200,Yes
iPhone 17e,8,512,White,94,53700,No
iPhone 6 Plus,1,128,Silver,89,2600,No
iPhone 6,1,16,Silver,89,5700,No
iPhone 15 Pro,8,256,White Titanium,85,51700,Unknown
iPhone 12 Pro,6,256,Pacific Blue,73,16200,Unknown
iPhone XR,3,64,White,87,9600,No
iPhone 15,6,128,Black,95,30900,No
iPhone 16 Plus,8,256,Black,81,49000,Yes
iPhone 14 Pro Max,6,128,Deep Purple,87,38600,No
iPhone 14 Pro Max,6,256,Deep Purple,80,43000,Unknown
iPhone 6s,2,64,Rose Gold,79,5000,No
iPhone 8 Plus,3,128,Space Gray,88,7300,Yes
iPhone 7,2,32,Black,78,2000,No
iPhone 7 Plus,3,128,Black,92,10200,Unknown
iPhone 14 Pro,6,128,Gold,89,31900,Yes
iPhone 16 Plus,8,256,Black,76,46500,No
iPhone 6 Plus,1,16,Gold,89,2100,No
iPhone X,3,64,Space Gray,74,4500,No
iPhone XR,3,64,Coral,95,8600,Unknown
iPhone XS,4,64,Space Gray,87,7700,No
iPhone 8,2,64,Gold,90,7300,Yes
iPhone XR,3,64,Coral,97,10500,Yes
iPhone 12 Pro,6,256,Graphite,70,20200,No
iPhone XS,4,256,Space Gray,85,9500,No
iPhone 15,6,128,Black,89,32600,Yes
iPhone 17e,8,256,White,93,48000,No
iPhone 6s,2,32,Rose Gold,75,1500,No
iPhone 6s Plus,2,64,Rose Gold,86,3100,Unknown
iPhone 12 Pro,6,256,Silver,88,25400,Yes
iPhone 14,6,128,Midnight,97,25900,Yes
iPhone 6 Plus,1,128,Silver,82,1500,No
iPhone 14,6,128,Red,83,29800,Yes
iPhone 16 Plus,8,512,Ultramarine,88,54400,Unknown
iPhone 5c,1,16,Green,77,1500,Unknown
iPhone 6,1,32,Gold,87,3300,Unknown
iPhone 16 Pro Max,8,512,Natural Titanium,83,65900,No
iPhone 17e,8,256,White,89,47700,No
iPhone Air,12,1024,Cloud White,96,71000,No
iPhone 17,8,512,Black,70,62000,No
iPhone 5,1,32,Black,78,2500,No
iPhone 5s,1,32,Silver,76,1500,No
iPhone 15,6,128,Blue,95,27600,No
iPhone XR,3,64,White,77,9300,Yes
iPhone 8 Plus,3,128,Space Gray,70,2700,No
iPhone XS Max,4,256,Space Gray,77,14500,No
iPhone 13 Pro Max,6,128,Alpine Green,87,34100,Yes
iPhone 15 Plus,6,256,Green,95,44600,No
iPhone 6,1,128,Space Gray,81,2200,Yes
iPhone 14 Plus,6,512,Blue,88,37700,No
iPhone 5s,1,16,Space Gray,80,1800,No
iPhone 5s,1,16,Silver,90,1500,No
iPhone 5s,1,64,Gold,86,4700,No
iPhone 11 Pro,4,64,Silver,84,11200,No
iPhone 14 Plus,6,512,Blue,82,40100,No
iPhone 17e,8,512,White,87,49200,Yes
iPhone XS,4,256,Silver,78,12900,Yes
iPhone 12 Pro,6,128,Silver,98,23200,Yes
iPhone 6s,2,16,Rose Gold,95,5400,No
iPhone XS Max,4,256,Space Gray,82,16300,Unknown
iPhone XR,3,64,White,79,6700,No
iPhone 11,4,256,Green,94,17500,Unknown
iPhone 14 Pro Max,6,512,Space Black,88,49500,No
iPhone 6s,2,32,Silver,100,5400,Yes
iPhone XS Max,4,256,Silver,78,13000,Yes
iPhone 6,1,32,Gold,95,4000,No
iPhone 16 Pro,8,512,Desert Titanium,76,60800,No
iPhone 16,8,128,White,97,40900,Unknown
iPhone 16e,8,256,Black,84,40800,No
iPhone 14 Plus,6,128,Starlight,77,26000,No
iPhone 16e,8,256,White,94,37800,No
iPhone 15 Plus,6,256,Black,92,44100,No
iPhone 8,2,128,Gold,87,4700,Unknown
iPhone XS Max,4,256,Space Gray,81,14500,Unknown
iPhone 17 Pro,12,1024,Cosmic Orange,82,79000,No
iPhone 14 Pro,6,256,Space Black,89,39700,No
iPhone 13 mini,4,128,Blue,98,20300,No
iPhone 5s,1,64,Gold,91,6700,No
iPhone 8,2,256,Space Gray,92,9200,No
iPhone 15 Pro Max,8,256,Blue Titanium,91,52600,No
iPhone 13 Pro Max,6,128,Graphite,80,32500,No
iPhone 16e,8,256,Black,72,34800,No
iPhone 17 Pro Max,12,2048,Deep Blue,79,98300,No
iPhone 17,8,512,Black,70,62400,No
iPhone 12 mini,4,64,Black,74,8300,Unknown
iPhone 15,6,512,Black,97,47000,Unknown
iPhone 11 Pro Max,4,256,Gold,94,17800,No
iPhone 7 Plus,3,32,Rose Gold,92,10300,Yes
iPhone 15 Plus,6,128,Yellow,100,45700,Yes
iPhone 5,1,32,Black,73,5300,No
iPhone 15 Pro Max,8,1024,Blue Titanium,81,62100,No
iPhone 6,1,64,Gold,79,1500,No
iPhone 8 Plus,3,128,Space Gray,77,6500,Unknown
iPhone Air,12,512,Space Black,76,58100,No
iPhone 16,8,512,Black,75,48200,Yes
iPhone 5s,1,64,Gold,94,5700,Unknown
iPhone 16 Pro,8,1024,Black Titanium,87,69100,No
iPhone 12,4,256,Black,82,18700,Yes
iPhone 11 Pro Max,4,256,Gold,79,17600,Yes
iPhone 14 Pro Max,6,1024,Deep Purple,79,57600,Unknown
iPhone 8,2,128,Red,73,1500,No
iPhone 5c,1,16,Pink,92,3800,Yes
iPhone 6,1,64,Silver,79,1500,No
iPhone 12 Pro Max,6,256,Graphite,78,25900,No
iPhone 11 Pro,4,256,Gold,94,19400,No
iPhone 12 mini,4,128,Blue,87,12800,Unknown
iPhone 15 Pro,8,256,White Titanium,93,47300,Yes
iPhone XR,3,64,Blue,100,9400,No
iPhone 11,4,64,Green,100,16500,Unknown
iPhone 17e,8,256,White,89,47200,Unknown
iPhone 17 Pro Max,12,512,Cosmic Orange,90,80500,Unknown
iPhone 15,6,512,Green,100,53200,No
iPhone 7 Plus,3,32,Gold,91,6800,No
iPhone 6 Plus,1,16,Gold,90,6600,Yes
iPhone 16e,8,256,Black,82,39300,No
iPhone X,3,256,Space Gray,81,11600,Yes
iPhone 8,2,128,Gold,100,6600,No
iPhone SE (2nd gen),3,128,Black,91,9300,Yes
iPhone 14 Pro,6,128,Gold,80,29500,Unknown
iPhone 14 Pro,6,128,Gold,87,29600,Yes
iPhone 12 Pro,6,256,Silver,82,22900,No
iPhone 15,6,128,Black,84,37900,No
iPhone 5,1,32,Black,71,1500,No
iPhone 8 Plus,3,64,Gold,85,5200,Unknown
iPhone 16e,8,128,White,82,36100,No
iPhone 12 Pro,6,256,Graphite,71,20700,No
iPhone 7,2,32,Silver,81,1900,No
iPhone 11,4,256,Green,89,16500,No
iPhone 12 Pro Max,6,512,Gold,95,33900,Yes
iPhone 16 Plus,8,512,Teal,81,48600,No
iPhone 16 Pro,8,512,Desert Titanium,81,60300,No
iPhone 5,1,16,White,80,2700,No
iPhone 11 Pro Max,4,256,Space Gray,100,25700,Unknown
iPhone 15,6,128,Yellow,88,32400,No
iPhone 16 Pro Max,8,256,Black Titanium,75,61100,No
iPhone 6s,2,16,Rose Gold,97,5400,Unknown
iPhone 11 Pro Max,4,256,Midnight Green,87,20400,Unknown
iPhone 12 Pro Max,6,128,Gold,70,19800,Unknown
iPhone 5s,1,64,Gold,84,2200,Yes
iPhone 16e,8,256,Black,85,39900,Yes
iPhone 13 mini,4,512,Red,78,26300,Unknown
iPhone XR,3,64,White,76,4600,No
iPhone 6s,2,16,Silver,92,4600,No
iPhone 6s Plus,2,32,Space Gray,85,4700,Unknown
iPhone 17e,8,256,Black,76,41800,No
iPhone Air,12,1024,Cloud White,70,62500,No
iPhone 14 Pro Max,6,128,Deep Purple,99,47700,No
iPhone 15 Pro Max,8,256,Blue Titanium,90,52100,No
iPhone XS,4,256,Silver,77,9100,No
iPhone 7,2,128,Red,81,1600,Unknown
iPhone 16 Pro,8,512,Black Titanium,90,63500,No
iPhone 16 Pro Max,8,256,Natural Titanium,79,59200,No
iPhone XS,4,64,Space Gray,83,5200,No
iPhone 12,4,256,Black,75,18200,No
iPhone 15 Plus,6,128,Green,84,39000,No
iPhone SE (2nd gen),3,256,White,86,11900,No
iPhone 15 Pro Max,8,512,White Titanium,86,59200,No
iPhone 16 Pro Max,8,1024,White Titanium,78,74800,No
iPhone 8 Plus,3,64,Red,94,4700,No
iPhone 12 mini,4,256,Red,82,19100,No
iPhone 13,4,128,Starlight,84,24200,No
iPhone XS Max,4,64,Gold,82,10300,Yes
iPhone 14 Pro,6,1024,Deep Purple,77,43500,Unknown
iPhone 12,4,64,Black,86,11000,No
iPhone 17 Pro Max,12,256,Cosmic Orange,81,74600,No
iPhone SE (2nd gen),3,256,White,92,13900,Yes
iPhone 13 Pro,6,128,Gold,92,24700,Unknown
iPhone 5s,1,16,Gold,85,1800,Unknown
iPhone 11 Pro Max,4,256,Space Gray,95,23300,Yes
iPhone 14 Pro Max,6,256,Deep Purple,74,41000,No
iPhone 16 Plus,8,512,Ultramarine,91,55100,No
iPhone XR,3,64,Yellow,79,8100,No
iPhone Air,12,1024,Cloud White,80,61700,Unknown
iPhone 14 Plus,6,512,Blue,83,38300,No
iPhone 16 Pro,8,512,Desert Titanium,88,61900,No
iPhone SE (2nd gen),3,128,White,93,8400,No
iPhone XR,3,64,Coral,100,10100,Yes
iPhone 17,8,256,Lavender,79,53800,No
iPhone 6,1,16,Silver,92,7600,Yes
iPhone 17,8,512,Black,82,64000,Yes
iPhone 12 Pro Max,6,512,Gold,87,29100,No
iPhone 13 Pro Max,6,256,Graphite,81,37100,No
iPhone 17 Pro,12,1024,Cosmic Orange,72,85200,No
iPhone 8 Plus,3,256,Space Gray,85,8800,No
iPhone 6s,2,32,Silver,88,2800,No
iPhone 15 Plus,6,256,Black,95,44500,No
iPhone 15 Pro Max,8,1024,White Titanium,91,62900,No
iPhone 16 Plus,8,512,Ultramarine,90,54900,No
iPhone 11 Pro Max,4,256,Space Gray,93,22200,No
iPhone 11,4,64,Green,94,15900,Yes
iPhone Air,12,1024,Light Gold,75,60200,Unknown
iPhone Air,12,1024,Light Gold,86,63200,No
iPhone 11 Pro Max,4,64,Midnight Green,84,13700,Unknown
iPhone 6s,2,16,Silver,96,3800,Unknown
iPhone XR,3,128,Black,89,8700,No
iPhone 6s,2,64,Gold,95,3300,No
iPhone Air,12,1024,Light Gold,85,68700,Unknown
iPhone 6,1,32,Silver,87,5200,Yes
iPhone 6 Plus,1,128,Space Gray,79,1600,No
iPhone 11,4,64,Red,84,9000,No
iPhone 13,4,128,Blue,88,16500,Unknown
iPhone 7 Plus,3,128,Black,100,11000,No
iPhone 14 Plus,6,512,Blue,81,39800,Yes
iPhone 6 Plus,1,16,Gold,83,2000,No
iPhone 16,8,128,Pink,98,41600,Unknown
iPhone 17 Pro,12,1024,Cosmic Orange,78,83700,No
iPhone 12,4,64,Black,80,8300,No
iPhone 6,1,64,Gold,86,2200,No
iPhone 17 Pro Max,12,1024,Deep Blue,76,89800,No
iPhone 15 Plus,6,256,Black,96,44900,Yes
iPhone XS,4,256,Silver,78,9900,No
iPhone 6s,2,64,Gold,96,2300,No
iPhone 16 Pro,8,256,Natural Titanium,74,50800,No
iPhone 6s,2,64,Rose Gold,79,1500,Yes
iPhone 5c,1,8,Green,84,2600,No
iPhone 5s,1,16,Silver,85,1500,No
iPhone 16 Pro,8,512,Black Titanium,71,57200,No
iPhone 6s Plus,2,64,Space Gray,81,1500,No
iPhone 11,4,128,White,92,14200,No
iPhone 11,4,128,Black,89,11300,No
iPhone 15 Plus,6,256,Pink,87,44000,Unknown
iPhone 14 Pro Max,6,512,Space Black,84,49000,No
iPhone 6,1,64,Gold,73,1500,Unknown
iPhone 6s,2,64,Gold,99,2700,No
iPhone 15 Plus,6,128,Green,90,40200,Unknown
iPhone 13 Pro,6,256,Sierra Blue,100,32700,No
iPhone 12 Pro,6,256,Silver,94,25600,Unknown
iPhone 6 Plus,1,16,Gold,90,6200,No
iPhone 5c,1,16,Green,81,4600,Yes
iPhone 12 Pro,6,256,Silver,91,26100,No
iPhone 14,6,128,Purple,85,37500,No
iPhone 5,1,32,Black,88,2700,Yes
iPhone 16 Pro Max,8,1024,White Titanium,91,80900,No
iPhone 14,6,128,Starlight,93,33900,Unknown
iPhone 15 Plus,6,256,Green,100,45800,Unknown
iPhone 6 Plus,1,128,Space Gray,76,1800,Yes
iPhone 13 mini,4,512,Green,86,25100,No
iPhone 11 Pro,4,256,Gold,92,19900,Yes
iPhone X,3,64,Silver,88,8000,Yes
iPhone 12 Pro,6,256,Silver,91,25700,Unknown
iPhone 11 Pro Max,4,512,Space Gray,96,27800,Yes
iPhone 12,4,64,White,85,11200,Unknown
iPhone 6s Plus,2,32,Silver,71,1500,Unknown
iPhone 11 Pro,4,256,Silver,84,21500,No
iPhone 16 Pro,8,256,Natural Titanium,81,53300,Yes
iPhone 16e,8,256,White,77,40400,No
iPhone SE (2nd gen),3,128,White,91,7500,Unknown
iPhone 15 Pro Max,8,1024,White Titanium,84,63300,Unknown
iPhone 6s,2,16,Silver,93,4400,No
iPhone 15 Pro,8,1024,White Titanium,97,61300,Unknown
iPhone XR,3,64,White,97,9500,No
iPhone 13 mini,4,512,Green,85,25600,No
iPhone 17 Pro,12,1024,Cosmic Orange,78,84600,No
iPhone 7,2,32,Gold,87,6400,Yes
iPhone 12 Pro Max,6,512,Gold,88,32100,Yes
